Image,Quote
5, English people don't have very good diction. In France you have to pronounce very particularly and clearly and learning French at an early age helped me enormously.
5, By Time and Age full many things are taught.
5,Anyone who writes an autobiographical work at the age of 34 is at best presumptuous. It occurred to me that it was time to set the record straight.
5, The great book for you is the book that has the most to say to you at the moment when you are reading. I do not mean the book that is most instructive but the book that feeds your spirit. And that depends on your age your experience your psychological and spiritual need.
5, In an age of incompetence I've been able to last in this crazy business. I actually know how to play my ax and write a song. That's my job.
5, Study after study confirms that even when you control for variables like profession education hours worked age marital status and children men still are compensated substantially more - even in professions like nursing dominated by women. No wonder there's a gender gap.
5, I learned from a very young age that if I pursued the things that truly excited me that they would reward in more important ways like happiness.
5,I always wanted to be a designer. I read books on fashion from the age of 12.
5, I'm totally into new age and self-help books. I used to work in a bookstore and that's the section they gave me and I got way into it. I just loved the power of positive thinking letting yourself go.
5, We are the children of a technological age. We have found streamlined ways of doing much of our routine work. Printing is no longer the only way of reproducing books. Reading them however has not changed.
5, At a young age I was interested in comic books which was really how I learnt to read. The name Cage came from a comic book character called Power Man.
5, A truly great book should be read in youth again in maturity and once more in old age as a fine building should be seen by morning light at noon and by moonlight.
5, When you're my age and you see a story you better go for it pretty quickly. I'd just like to get a few more novels under my belt.
5,I was a very sickly kid. While I was in the hospital at age 7 my Dad brought me a stack of comic books to keep me occupied. I was hooked.
5, The greatest writers of this age... are aware of the mystery of our existence.
5, Most poetry in the modern age has retreated to the private sphere turning its back on the political realm.
5, The young people have MTV and rock and roll. Why would they go to read poetry? Poetry belongs to the Stone Age. It awakens in us perceptions that go back to those times.
5, Study is the bane of childhood the oil of youth the indulgence of adulthood and a restorative in old age.
5,From age 16 I lived and breathed wine. I read every magazine and book about wine.
5,I think all writers of my age who are brought up on films probably by the age of 16 have seen many more films than they have read classics of literature. We can't help but be influenced by film. Film has got some great tricks that it's taught writers.
5, Each age writes the history of the past anew with reference to the conditions uppermost in its own time.
5, It's a little silly to finally learn how to write at this age. But I long ago realized I was secretly sincere.
5,I started writing when I had three kids under the age of 4. I used to write every ten minutes I got to sit in front of a computer. Now when I have more time I function the same way if it's writing time I write.
5, To write a story about New York that only deals with people in your age and socioeconomic bracket that feels dishonest to me.
5, The doer alone learneth.
5, Wisdom is not wisdom when it is derived from books alone.
5, Knowledge rests not upon truth alone but upon error also.
5, Wisdom comes alone through suffering.
5, We learn about life not from plusses alone but from minuses as well.
5, Observe record tabulate communicate. Use your five senses. Learn to see learn to hear learn to feel learn to smell and know that by practice alone you can become expert.
5, He who studies books alone will know how things ought to be and he who studies men will know how they are.
5, Genius begins great works labor alone finishes them.
5, You could say in a vulgar Freudian way that I am the unhappy child who escapes into books. Even as a child I was most happy being alone. This has not changed.
5, Man does not live by words alone despite the fact that sometimes he has to eat them.
5, Journalists do not live by words alone although sometimes they have to eat them.
5, I love the solitude of being on a plane and finally getting to read an entire book and being left alone.
5, I don't think I ever got the hang of the writers' room. I love collaborating with people but I really do my best work alone and I think I would want to - if I did something again I think I'd want to take total ownership the way Aaron Sorkin or David Kelley does.
5, The attempt to devote oneself to literature alone is a most deceptive thing and often paradoxically it is literature that suffers for it.
5, It is the unknown that excites the ardor of scholars who in the known alone would shrivel up with boredom.
5, As a child I wanted only two things - to be left alone to read my library books and to get away from my provincial hometown and go to London to be a writer. And I always knew that when I got there I wanted to make loads of money.
5, The English Bible - a book which if everything else in our language should perish would alone suffice to show the whole extent of its beauty and power.
5, Of all our possessions wisdom alone is imortal.
5, I feel less alone when I read the books of Ratzinger.
5, The secret to being a writer is that you have to write. It's not enough to think about writing or to study literature or plan a future life as an author. You really have to lock yourself away alone and get to work.
5,Shockingly a University of Pennsylvania study says the number of young people addicted to gambling - largely due to increased exposure to the Internet and Internet gambling - grew by an alarming 20 percent between 2004 and 2005 alone.
5, A book is sent out into the world and there is no way of fully anticipating the responses it will elicit. Consider the responses called forth by the Bible Homer Shakespeare - let alone contemporary poetry or a modern novel.
5, I have Graham Greene's telephone number but I wouldn't dream of using it. I don't seek out writers because we all want to be alone.
5, The way life manages information involves a logical structure that differs fundamentally from mere complex chemistry. Therefore chemistry alone will not explain life's origin any more than a study of silicon copper and plastic will explain how a computer can execute a program.
5, Largely this is a class thing - writers tend to be cosseted little middle-class kiddies who think that the world owes them a royalty cheque. But just doing it - being in your room for years on end locked in your head alone with invented ghosts - it weakens and softens the body. And I know I can't just live in my head.
5, She can't even chew gum and walk in a straight line let alone write a book.
5, Scholarship was one thing drudgery another. I very soon concluded that nothing would induce me to read let alone make notes on hundreds and hundreds of very very very boring books.
5, When anything goes digital let alone something as immaterial as a book there is a tendency to see it as just in the air to be taken and to lose the sense that somebody once made it.
5, I do read books. I suppose it's more or less the same thing but at least I'm alone and I'm an individual. I can stop anytime I want which I frequently do.
5, The amazing fact is that America is founded on a document. It's a work in progress. It can be tested by each generation.
5, Write in recollection and amazement for yourself.
5, It's amazing if you know what you want to say how fast it is to write.
5, Words to me were magic. You could say a word and it could conjure up all kinds of images or feelings or a chilly sensation or whatever. 
5, One of the most amazing things about mathematics is the people who do math aren't usually interested in application because mathematics itself is truly a beautiful art form. It's structures and patterns and that's what we love and that's what we get off on.
5,President Clinton signed a $10 million deal to write a book by 2003.
5, At that time I had recently finished a book called Amazing Grace which many people tell me is a very painful book to read. Well if it was painful to read it was also painful to write. I had pains in my chest for two years while I was writing that book.
5, It's been amazing to watch because for 'Thor' which was always a mid-selling book to be in the top ten for every single issue since the reboot is just a great compliment.
5, Every time I got 'Amazing Spider-Man' or 'Fantastic Four' or another book firmly on the rails we got pulled into some big event book or crossover and it cost momentum and messed badly with the pacing and structure of the book.
5, I'd love to write something for a male protagonist. That's sort of the next frontier for me. I think it'd be really amazing to write the kind of parts that I love for women but for a guy.
5, As a kid I always loved serialized books. It's the reason why people love 'Harry Potter.' Serialization is amazing. It works in television. It works in film and it works in books. Especially when you're a young kid you get attached to these characters.
5, I'll tell you Quentin Tarantino really writes the most amazing dialogue.
5, I've got some incredible fans actually - so loyal and they make me birthday cards and Christmas cards. I got this package of poems and artwork based around the songs. They've got this thing called 'Floetry' where they all have to put in artwork. They've set up their own competitions and stuff which is kind of amazing.
5, It's been a fascinating thing because we didn't really know how to write when we started South Park at all. 
5, The story was beautiful and honest and the characters struggled with the same insecurities many women - including me - face. 
5, I mean there are some amazing storytelling being done on the small screen right now. That's what so cool about being in television right now. Studios networks are starting to throw more resources better writers more production values... and to be part of that is awesome.
5, It's been such a deep and amazing journey for me getting close to John Keats and also I love Shelley and Byron. I mean the thing about the Romantic poets is that they've got the epitaph of romantic posthumously. They all died really young and Keats the youngest of them all.
5, I finish so many books it's amazing. I'm also doing Rosetta Stone learning some French.
5, It was said Daredevil grew up in Hell's Kitchen an amazing name for a neighbourhood. But that opened a Pandora's box of all the crime stuff I wanted to do. I borrowed liberally from Will Eisner's 'The Spirit' and turned 'Daredevil' into a crime comic.
5, Comics are so full of amazing work. And I can't look at a drawing of a woman without thinking of for instance Wallace Wood and his amazing way of capturing beauty.
5, When you write biographies whether it's about Ben Franklin or Einstein you discover something amazing They are human.
5, I wouldn't be where I am today without the amazing public arts education that I had.
5, It feels amazing to work with writers that write really well.
5, Language philosophy and science are interwoven into the design of words which are manipulated to create surprising illusions
5, It is the supreme art of the teacher to awaken joy in creative expression and knowledge
6, I'm at the age where food has taken the place of sex in my life. In fact I've just had a mirror put over my kitchen table.
6, My inspiration was my mom. She's a great cook and she still cooks and we still banter back and forth about cooking. Growing up in a mostly Portuguese community food was important and the family table was extremely important. At a very young age I understood that.
6, Compared to a lot of actresses my age I'm actually overweight.
6, You hit a certain age and - especially because of TV - the young cooks coming up say 'You're a sellout because you're doing something other than what you should be doing.' 'Top Chef' is a double-edged sword for me There's a whole group of people who will not come to the restaurants because they assume I'm not in them anymore all I do is TV.
6, I believe that parents need to make nutrition education a priority in their home environment. It's crucial for good health and longevity to instill in your children sound eating habits from an early age.
6, We incorporated new tastes and flavors into our kids' diets from a very early age which helped to develop their palates and prevented them from becoming picky eaters. We don't buy junk food and give them options of fresh fruit yogurt raw almonds or dried whole grain cereals for snack time.
6, It is good taste and good taste alone that possesses the power to sterilize and is always the first handicap to any creative functioning.
6, Remember man does not live on bread alone sometimes he needs a little buttering up.
6, There is no end of craving. Hence contentment alone is the best way to happiness. Therefore acquire contentment.
6, Man cannot live by bread alone he must have peanut butter.
6, My contribution I hope is to get people to eat full-flavored food. If I could come away with that alone that would be a fantastic accomplishment. I'm also very proud of being a very American chef.
6, For an adult eating alone at McDonald's is admitting a kind of defeat.
6, What I've enjoyed most though is meeting people who have a real interest in food and sharing ideas with them. Good food is a global thing and I find that there is always something new and amazing to learn - I love it!
6, At the New York Athletic Club they serve amazing food. People go there get healthy and then eat themselves to death - which is I suppose the right way to do it.
6, It's amazing people get so detached from what they eat and what they wear. No one has any contact with how things are made that are put in their body and put in their mouths and I just find it alarming that no one questions it.
6, People always think that if you eat anything as a model it's amazing. I used to tease them and say you know I'm going to throw up afterwards.
6, Becoming food savvy is one thing but it's amazing how fast savvy turns to snooty and snooty leaves you preparing three-hour meals that break your budget and that the kids won't even eat.
6, I'd love to own a bakery at some point. My grandmother could help me run it - she is an amazing baker! I'd also love to do a cookbook.
6, It's better to get the nutrients for healthy skin from food not supplements. Salmon walnuts blueberries spinach... lots of my favorite foods happen to be amazing for skin too.
6, I seriously love to cook... My grandmother was an amazing cook. As a kid I used to help her make handmade pasta Cavatelli and Ravioli. It was one of my favorite things to do. I love the idea of making whatever is in the fridge into something.
6, Recently I've been doing risottos. Some of them have been amazing. Some of them not all of them.
6, I have an amazing relationship with food.
6, I have experienced some amazing food! Yet when I think about the most luxurious and exquisite meals I have had visions of simple food made from a few natural ingredients are what most excite me.
6, Quite often I write the scripts and I make sure there are chocolate scenes. Actually I'm a bit of a chocolate tart and will eat anything. It's amazing I'm so slim.
6, Food has always brought me comfort and the bingeing is triggered when I'm in a space that is not positive
6, Food is not just what we put in our mouths to fill up it is culture and identity
6, French fries. I love them. Some people are chocolate and sweets people. I love French fries
7, Anyone who stops learning is old whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young.
7, There is a fountain of youth it is your mind your talents the creativity you bring to your life and the lives of people you love. When you learn to tap this source you will truly have defeated age.
7, Youth is the gift of nature but age is a work of art.
7, Middle age is the time when a man is always thinking that in a week or two he will feel as good as ever.
7, Middle age is the awkward period when Father Time starts catching up with Mother Nature.
7, Middle age is youth without levity and age without decay.
7, A man loves the meat in his youth that he cannot endure in his age.
7, The secret of staying young is to live honestly eat slowly and lie about your age.
7, It is utterly false and cruelly arbitrary to put all the play and learning into childhood all the work into middle age and all the regrets into old age.
7, No matter what age you are or what your circumstances might be you are special and you still have something unique to offer. Your life because of who you are has meaning.
7, He who has not the spirit of this age has all the misery of it.
7, At the age of six I wanted to be a cook. At seven I wanted to be Napoleon. And my ambition has been growing steadily ever since.
7, In youth we learn in age we understand.
7, The heart never grows better by age I fear rather worse always harder. A young liar will be an old one and a young knave will only be a greater knave as he grows older.
7, Have regular hours for work and play make each day both useful and pleasant and prove that you understand the worth of time by employing it well. Then youth will be delightful old age will bring few regrets and life will become a beautiful success.
7, Experience is a revelation in the light of which we renounce our errors of youth for those of age.
7, My view is that at a younger age your optimism is more and you have more imagination etc. You have less bias.
7, It is the spirit of the age to believe that any fact no matter how suspect is superior to any imaginative exercise no matter how true.
7, The arrogance of age must submit to be taught by youth.
7, Age is getting to know all the ways the world turns so that if you cannot turn the world the way you want you can at least get out of the way so you won't get run over.
7,I cried on my 18th birthday. I thought 17 was such a nice age. You're young enough to get away with things but you're old enough too.
7, We live in an age when to be young and to be indifferent can be no longer synonymous. We must prepare for the coming hour. 
7, Age shouldn't affect you. It's just like the size of your shoes - they don't determine how you live your life! You're either marvellous or you're boring regardless of your age.
7,Do you remember when you were 10 or 11 years old and you really thought your folks were the best? They were completely omniscient and you took their word for everything.
7,I was confirmed at my prep school at the age of 13.
7, My dad encouraged us to fail. Growing up he would ask us what we failed at that week. If we didn't have something he would be disappointed. It changed my mindset at an early age that failure is not the outcome failure is not trying. Don't be afraid to fail
7, A tart temper never mellows with age and a sharp tongue is the only edged tool that grows keener with constant use.
7, Man arrives as a novice at each age of his life.
7, Live your life and forget your age.
7,Confidence is something you're born with. I know I had loads of it even at the age of 15.
7, We accumulate our opinions at an age when our understanding is at its weakest.
7, Age is no barrier. It's a limitation you put on your mind.
7, Age has been the perfect fire extinguisher for flaming youth.
7, What Youth deemed crystal Age finds out was dew.
7, From an early age I didn't buy into the value systems of working hard in a nine-to-five job. I thought creativity friendship and loyalty and pushing the boundaries of what was acceptable was much more interesting.
7, I grew up on the golden age of children's TV.
7, By age seven I used to comb my hair for performances just pull my hair up into a bun. Granted it wasn't a very intricate hairstyle. Still to be that responsible and disciplined at age seven is unusual.
7,I began to speak well at a very advanced age - 15 16 17 years old. It was psychological the trauma of war my family and growing up on my own. I was more or less a street kid.
7, Middle age when you begin to exchange your emotions for symptoms.
7,By the age of 9 or 10 I knew that I had to cut my own cloth and make my own way.
7, The chief role of the universities is to prolong adolescence into middle age at which point early retirement ensures that we lack the means or the will to enforce significant change.
7, Age puzzles me. I thought it was a quiet time. My seventies were interesting and fairly serene but my eighties are passionate. I grow more intense as I age.
7, Try to keep your soul young and quivering right up to old age.
7,Think back to yourself at age 18. I know I was mighty different than the Patti I am today. As we grow up we grow out of our haircuts our apartments and - often times - our romantic decisions.
7, Despite what anti-aging ads say growing older can be better. 
7, It doesn't matter what color sex religion age sexual orientation etc. everyone should have the same freedoms and liberties.
7, I'm single footloose and fancy free I have no responsibilities no anchors. Work friendship and self-improvement that's me.
7, A human being is a single being. Unique and unrepeatable.
7, Your actions and your action alone determines your worth.
7, You only grow when you are alone.
7, All conservatism is based upon the idea that if you leave things alone you leave them as they are. But you do not. If you leave a thing alone you leave it to a torrent of change.
7, Plant and your spouse plants with you weed and you weed alone.
7, For me growing up the downside of it was that as a kid you don't want to stand out. 
7, The age in which we live this non-stop distraction is making it more impossible for the young generation to ever have the curiosity or discipline... because you need to be alone to find out anything.
7, Once a disease has entered the body all parts which are healthy must fight it not one alone but all. Because a disease might mean their common death. Nature knows this and Nature attacks the disease with whatever help she can muster.
7, Photography can never grow up if it imitates some other medium. It has to walk alone it has to be itself.
7, The best rules to form a young man are to talk little to hear much to reflect alone upon what has passed in company to distrust one's own opinions and value others that deserve it.
7,The biggest opportunity in 2013 is in Africa. It has seven out of the ten fastest-growing economies in the world. In Nigeria alone there are 100 million people with mobile phones. In total 300 million Africans - five times the population of Britain - are in the middle class.
7, Once you grow past Mommy and Daddy coming running when you're hurt you're really on your own. You're alone and there's no one to help you.
7,By 2050 the Australian population is expected to grow from 22 million to 36 million. That increase alone will put huge pressure on our towns and our cities. We will need more homes more roads more rail lines more hospitals more schools just to accommodate so many Australians.
7, No matter how close to yours another's steps have grown in the end there is one dance you'll do alone.
7, When the youth of America gets together amazing things happen.
7, Isn't it amazing the way the future succeeds in creating an appropriate past?
7, Growing up in New York has influenced my style so much and I have an amazing relationship with my stylist Estee Stanley. We have so much fun with the whole process. She picks out dresses I try things on and play dress up and we get creative to see what works.
7, I was terribly shy when I was growing up I really wasn't confident with other people and I think I was always afraid of up or not being this very cool amazing person that I wanted to be.
7, I love insects. They are amazing.
7, Being a mother is the most amazing thing that has ever happened to me in my life.
12, True terror is to wake up one morning and discover that your high school class is running the country.
12, The ruling ideas of each age have ever been the ideas of its ruling class.
12, Anything you cannot relinquish when it has outlived its usefulness possesses you and in this materialistic age a great many of us are possessed by our possessions.
12, Swing voters are more appropriately known as the 'idiot voters' because they have no set of philosophical principles. 
12, There is no absurdity so palpable but that it may be firmly planted in the human head if you only begin to inculcate it before the age of five by constantly repeating it with an air of great solemnity.
12, Before anything else we need a new age of Enlightenment. Our present political systems must relinquish their claims on truth justice and freedom and have to replace them with the search for truth justice freedom and reason.
12,A man is a fool if he drinks before he reaches the age of 50 and a fool if he doesn't afterward.
12, Discrimination due to age is one of the great tragedies of modern life. The desire to work and be useful is what makes life worth living and to be told your efforts are not needed because you are the wrong age is a crime.
12, Our age knows nothing but reaction and leaps from one extreme to another.
12, No lie ever reaches old age.
12, This is the curse of our age even the strangest aberrations are no cure for boredom.
12, There was no respect for youth when I was young and now that I am old there is no respect for age I missed it coming and going.
12, I can't look in the mirror and look at fake things. I just can't. I'd rather age.
12, The funniest racism is the racism between minorities. 
12,It's ironic that at age 32 at probably the greatest moment of my career with The Godfather having such an enormous success I wasn't even aware of it because I was somewhere else under the deadline again.
12, What goes on in Europe concerns us greatly because if Europe comes apart the E.U. comes apart then you're going to have enormous impact on America that's a very big trading partner of ours and people own securities around the world in this day and age.
12, For a man who has compared himself to Theodore Roosevelt and the nation's challenges to those of the Gilded Age Obama put forward a tepid agenda.
12, Look demanding somebody do anything in this day and age is not going to fly.
12, I was very successful from a very early age and I want to keep it.
12, Most of the basic material a writer works with is acquired before the age of fifteen.
12, At my age no one is married no one has kids no one has a career.
12, This is what I asked for and in this day and age that's what actually goes on. But what hurts me the most is that I work just as hard as any other actress around my age like Scarlett Johansson but I just don't get the opportunities that they get because people are so distracted by the mess that I created in my life.
12,We can no longer waste time and money. Every day more than 2000 girls in America age 15-19 give birth - in the wealthiest most educated nation in the world! Neither you nor I should accept this statistic.
12, No Congress ever has seen fit to amend the Constitution to address any issue related to marriage. No Constitutional Amendment was needed to ban polygamy or bigamy nor was a Constitutional Amendment needed to set a uniform age of majority to ban child marriages.
12, We're taught at such a young age that you can always be better and that you're never perfect and that you're never good enough.
12, Because of my age and because there's more work on the small screen. What it's missing in quality it makes up for in quantity. From an actor's selfish point of view.
12, Growing up on stage I was introduced to makeup at a young age and I will never forget the first time I tried on a L'Oreal Paris iconic lipstick 
12,I did successfully kick tobacco at the age of 34. I smoked for like 20 years from 14 to 34.
12, India saw from the beginning and even in her ages of reason and her age of increasing ignorance she never lost hold of the insight that life cannot be rightly seen in the sole light cannot be perfectly lived in the sole power of its externalities.
12,Back in the 1960s I saw Peter Paul and Mary. I was at that age about 14 and I was mesmerized.
12,For me from a pretty young age up until about 21 years old hallucinogenics had a huge place in my life.
12,I'm never overawed by a situation and I think that's because I've always looked several years older than I am. So because people were treating me like I was 40 when I was 29 I've always felt in control of a situation. People used to say when you're 32 you'll look 32. I'm still waiting for that moment where my age catches up with my appearance.
12, The only real progress lies in learning to be wrong all alone.
12, Still and all why bother? Here's my answer. Many people need desperately to receive this message I feel and think much as you do care about many of the things you care about although most people do not care about them. You are not alone.
12, For beautiful eyes look for the good in others for beautiful lips speak only words of kindness and for poise walk with the knowledge that you are never alone.
12, Reason is not automatic. Those who deny it cannot be conquered by it. Do not count on them. Leave them alone.
12, There is danger that we lose sight of what our friend is absolutely while considering what she is to us alone.
12,I like video games but they are very violent. I want to create a video game in which you have to help all the characters who have died in the other games. 'Hey man what are you playing?' 'Super Busy Hospital. Could you leave me alone? I'm performing surgery! This guy got shot in the head like 27 times!'
12, Doubt of whatever kind can be ended by action alone.
12, One man alone can be pretty dumb sometimes but for real bona fide stupidity there ain't nothin' can beat teamwork.
12, I'm not alone I'm free. I no longer have to be a credit I don't have to be a symbol to anybody I don't have to be a first to anybody.
12, Health consists with temperance alone.
12, Happiness is spiritual born of truth and love. It is unselfish therefore it cannot exist alone but requires all mankind to share it.
12, It is clear that not in one thing alone but in many ways equality and freedom of speech are a good thing.
12, Mass transportation is doomed to failure in North America because a person's car is the only place where he can be alone and think.
12, Where I come from it was a heresy to say you wanted to be in movies leave alone American movies.
12, As strong as the United States is we can't deal with terrorism alone.
12, A steady patriot of the world alone The friend of every country but his own.
12, I get a friend to travel with me... I need somebody to bring me back to who I am. It's hard to be alone.
12, The average Nigerian person has come to reconcile himself with the fact that his or her social progress remain essentially in his or her hands in collaboration with other fellow Nigerians and not merely relying on what government alone could provide for him or her.
12, I once had a boyfriend who couldn't write unless he was wearing a necktie and a dress shirt which I thought was really weird because this was a long time ago and no one I knew ever wore dress shirts let alone neckties it was like he was a grown-up reenacter or something.
12, Schizophrenia beats dining alone.
12, Our future cannot depend on the government alone. The ultimate solutions lie in the attitudes and the actions of the American people.
12, Fail in words and deeds? Why all men strive and who succeeds?
12, Most high courts in other nations do not have discretion such as we enjoy in selecting the cases that the high court reviews. Our court is virtually alone in the amount of discretion it has.
12, Government alone cannot solve the problems we deal with in our correctional facilities treatment centers homeless shelters and crisis centers - we need our faith-based and community partners.
12, The object of oratory alone in not truth but persuasion.
12,I used to do a lot of interviews in the early '80s when my career started but it came to a point when I decided I didn't want to talk anymore and people kind of understood that and left me alone.
12, With 'Twilight' you have these massive tomes that you have to condense. With 'Penoza' we had an eight episode Dutch series that just for the pilot alone I condensed three episodes. So there's a lot of filling in and a ton of invention that has to happen to fill out eight episodes.
12, Is there no Latin word for Tea? Upon my soul if I had known that I would have let the vulgar stuff alone.
12,Each year over 2500 commercial vessels enter the Port of Hampton Roads alone so adequate funding for port security is a significant issue for those of us who live in Richmond and Hampton Roads.
12, The White House alone cannot hold its opponents accountable.
12, However democracy cannot be defined as the existence of parliaments and elections alone.
12, The U.S. cannot go it alone simply when it is convenient.
12, If there's ever an example that military power alone cannot be successful in Afghanistan I think it was the Soviet experience.
12, I talked about the barriers created by monopolies. I said that it was the role of government to break up these monopolies and that we couldn't do it alone.
12, It proved easier to buy the farm to get the mineral rights than to buy the coal rights alone.
12, Absolute truth belongs to Thee alone.
12, I like to have a massage therapist come to my house get a massage take a bath go to bed. That's a perfect night alone for me.
12, I didn't need clothes. I was allowed the opportunity to act out moments you don't get the opportunity to experience in your own life let alone as a character in a film. I didn't feel naked.
12, People never cease to amaze me.
12, I'm always amazed at anyone's interest in what I have to say.
12, Nothing amazes me anymore.
12, I think Polanski's an amazing director.
12, Seeing yourself in print is such an amazing concept you can get so much attention without having to actually show up somewhere... You don't have to dress up for instance and you can't hear them boo you right away.
12, I think Angelina Jolie has done amazing amazing things and the international adoption rate just since her has skyrocketed. It's unbelievable.
12, If you want to go to the mall you have to take security. But it's always cool. The kids are amazing.
12, I was impressed by Hendrix. His attitude was brilliant. Even the way he walked was amazing.
12, A police force wherever they are is made up of amazing people and I respect them a great deal.
12, It is quite amazing what I didn't feel after a while. I didn't really want to feel things.
12, There are two sorts of curiosity - the momentary and the permanent. The momentary is concerned with the odd appearance on the surface of things. The permanent is attracted by the amazing and consecutive life that flows on beneath the surface of things.
12, The seated lotus postures are an amazing way to go into meditation or simply just to take a moment to ground oneself.
12, I hope I'm not a tourist attraction - I'm sure that they come here really because St. Andrews is just amazing a beautiful place.
12, We watch a lot of Discovery Channel shows like 'The Biggest Loser' and even 'Amazing Race.' You learn a lot about the world it's fun and nobody's interested in beating anybody down. And then the opposite I'm a huge fan of 'Survivor.'
12, And I thought when I have kids that's the sort of well told silly and fun fairy tale that I would want to take them to. But it was an amazing experience. And I think Shrek is a real classic a fairy tale classic.
12,The overall physical demand that Iraq has is pretty amazing. It's 130 degrees and the soldiers are carrying about 100 pounds of extra gear. It's a pretty rigorous schedule and routine for them.
12, You have to wait for a big star to come in and generate interest on a project and now that has become me which is an amazing blessing.
12,Motion capture is amazing. I prefer it. You wear a 'Power Ranger'-esque suit you have tape balls on you you have 60 cameras around you capturing your every movement and there's no hair no makeup.
12, It's amazing how much you can absorb on a film set.
12, Do you like my suit? I think this is an amazing suit don't you think?
12, Linda Georgian is a wonderful psychic. She can do amazing things.
12, My 'Movember' moustache was never going to be as big as Nigel Mansell's but I tried my best. The amazing thing is that when you try to grow a moustache you notice everyone else's. There are some amazing moustaches on the grid.
12, To go to the Oscars for Moneyball - that was pretty amazing. And to be able to go work with Kathryn Bigelow - that's going to be pretty sweet. Hopefully I don't have to go back to being a waiter. That's still my main goal.
12, To go to the Oscars for 'Moneyball' - that was pretty amazing.
12, Housing Works is the coolest thrift store in the world because not only are they the best thrift store - they're not the most thrifty thrift store - but they have amazing stuff and all of their proceeds go directly to kids mostly homeless kids living with AIDS and HIV in New York in the metropolitan area.
12, Alexander Gonzalez Inarritu is a great director. He's the one I first worked with. He's amazing.
12, I suppose it's amazing when you think how many things people get involved in that don't work.
12, It's amazing what sleep does for your looks.
12, I started crying the other day just thinking that the baby is going to leave me soon! You have this relationship with this person in your belly and it's really amazing.
12, My favorite designer is Christian Lacroix not just because his clothes are amazing and I love them but because he's so nice. When I did his fashion show he was the first one to arrive there and he helped everyone.
12, Well I'd love to work with Kate Winslet - she's amazing.
12, I get to do the most amazing things. We call it Host in Peril quite often because people love to see me risk my life or be in danger.
12, It's pretty amazing being me.
12, Let me tell you Barack Obama is the most down dude in the world but he's so smart so articulate such an amazing speaker such a passionate man. He's humble.
12, I always use my husband's cocoa butter stuff. He has amazing skin!
12, Isn't it amazing how celebrity status preempts even the most ingrained hatreds?
12, That show 'The Amazing Race' - is that about white people?
12, There is something about the South that accepts the supernatural. If you don't accept it and you're having a conversation with someone who does it's just one of those polite things where you don't question their belief in ghosts. You just go 'Oh yeah okay.' It's amazing to be able to have conversations like that.
12, So much of 'Jaws' was amazing because the mind filled in what was missing.
12, Most actors want to sink their teeth into amazing material.
12, There's no question 'Amazing Race' is a beautifully produced show.
13, An artist must be a reactionary. He has to stand out against the tenor of the age and not go flopping along
13, People dance at any age.
13,With the song 'This Christmas' I wanted to do something that was kind of different. I mean Donny Hathaway is an amazing artist. So I wanted to bring my flavor to the song so when people over the age of 45 or 50 hear it they'll be like 'OK he did his thing with that record.' It's like I can appeal to everybody and not just a younger demographic.
13, I never took guitar lessons. I took classical piano lessons from the age of six when we lived in Holland. And when we moved to America it was just the typical thing except I was really good at it so was my brother.
13, I never took guitar lessons. I took classical piano lessons from the age of six when we lived in Holland.
13, The Border Ballads for instance and the Robin Hood Ballads clearly suppose a state of society which is nothing but a very circumscribed and not very important heroic age.
13, I try to write lyrics so that they won't age which sort of leaves you with the big subjects like death and love and sex and violence.
13, I want to sell to people my own age because that's the way I write songs.
13, If children are not introduced to music at an early age I believe something fundamental is actually being taken from them.
13, I'm a pretty big dork. It's crazy. I'm one of those people who grew up with all kinds of musicals 
13, I was equally in love with singing and acting from an early age.
13, Anybody under the age of forty knows hip-hop gospel and R&B pretty well and it's all a part of what we consider to be 'black music.' 
13, Well Jeff Buckley for me is one of the greatest singers I've ever heard. And the reason why is he has an amazing range amazing emotional power in his voice. And the music he put around it also just had this passion and this soul to it and this spirit to it that very few artists have and he passed at a very young age.
13, I think the most exciting thing is that you expect people our age to know the music but actually a lot of kids know the music and if anything is left we have left really good music and that's the important part not the mop-tops or whatever.
13, I alone of English writers have consciously set myself to make music out of what I may call the sound of sense.
13, Music should probably provide answers in terms of lyrical content and giving people a sense of togetherness and oneness as opposed to being alone in their thoughts and dilemmas or regrets or happiness or whatever.
13, Music is amazing. There's some metaphysical comfort where it allows you to be isolated and alone while telling you that you are not alone... truly the only cure for sadness is to share it with someone else.
13, Throughout my whole life as a performer I've never played with a band. I've always played alone so I was never required to stay in rhythm or anything. So it was a real different experience for me to start playing with a band. There were so many basic things for me to learn.
13, A country is made not by policy alone but by its music its entertainment shows all of it.
13, The music industry is a strange combination of having real and intangible assets pop bands are brand names in themselves and at a given stage in their careers their name alone can practically gaurantee hit records.
13, I try to put some sense of hope into the songs into whatever the situation is so that it's not just dirt drudgery and a life of misery.
13, As for style there is something about the way musicians dress-they seem to be able to create their own world within their fashion alone.
13, I like singer-songwriters and I find sad songs comforting rather than depressing. It makes you realise you're not alone in the world.
13, You can't play a symphony alone it takes an orchestra to play it.
13,I've performed solo for 20 years now but I don't do much of it because if you only play alone you go crazy and out of tune and play foolish music.
13, Nobody was playing the soprano saxophone and certainly nobody was trying to do anything with it. So I was all alone. I didn't know that at first.
13, It's very hard to write a song alone. It's only by jamming that you can get a song together.
